Core Section,Original Winter Layer #,Year,Interpolated Year (BP),AD,,Couplet Thickness (mm),Sub Core Depth (mm),Sub Core Depth (cm),Cumulative Depth (mm),Sus Sed Yield (MG km-1 a-1),Notes,Disturbed Years
224C,683,1292,1742.737086,274.2629136,274,1.787,788.841,78.8841,2691.052,6.785741261,,
224C,685,1293,1743.737086,273.2629136,273,1.18,790.021,79.0021,2692.232,4.480791655,,
224C,687,1294,1744.737086,272.2629136,272,1.672,791.693,79.1693,2693.904,6.349053938,,
224C,689,1295,1745.737086,271.2629136,271,1.076,792.769,79.2769,2694.98,4.085874424,,
224C,691,1296,1746.737086,270.2629136,270,1.392,794.161,79.4161,2696.372,5.285815241,,
224C,693,1297,1747.737086,269.2629136,269,1.676,795.837,79.5837,2698.048,6.364243063,,
224C,695,1298,1748.737086,268.2629136,268,1.203,797.04,79.704,2699.251,4.56812912,,
224C,697,1299,1749.737086,267.2629136,267,1.278,798.318,79.8318,2700.529,4.852925199,,
224C,699,1300,1750.737086,266.2629136,266,2.171,800.489,80.0489,2702.7,8.243897189,,
224C,701,1301,1751.737086,265.2629136,265,1.849,802.338,80.2338,2704.549,7.021172687,,
224C,703,1302,1752.737086,264.2629136,264,1.563,803.901,80.3901,2706.112,5.935150302,,
224C,705,1303,1753.737086,263.2629136,263,1.422,805.323,80.5323,2707.534,5.399733672,,
224C,707,1304,1754.737086,262.2629136,262,1.562,806.885,80.6885,2709.096,5.931353021,,
224C,709,1305,1755.737086,261.2629136,261,2.188,809.073,80.9073,2711.284,8.308450967,,
224C,711,1306,1756.737086,260.2629136,260,1.557,810.63,81.063,2712.841,5.912366616,,
224C,713,1307,1757.737086,259.2629136,259,1.765,812.395,81.2395,2714.606,6.702201077,,
224C,715,1308,1758.737086,258.2629136,258,1.535,813.93,81.393,2716.141,5.828826433,,
224C,717,1309,1759.737086,257.2629136,257,2.132,816.062,81.6062,2718.273,8.095803228,,
224C,719,1310,1760.737086,256.2629136,256,2.563,818.625,81.8625,2720.836,9.732431366,,
224C,721,1311,1761.737086,255.2629136,255,2.132,820.757,82.0757,2722.968,8.095803228,,
224C,723,1312,1762.737086,254.2629136,254,2.158,822.915,82.2915,2725.126,8.194532535,,
224C,725,1313,1763.737086,253.2629136,253,2.209,825.124,82.5124,2727.335,8.38819387,,
224C,727,1314,1764.737086,252.2629136,252,1.308,826.432,82.6432,2728.643,4.966843631,,
224C,729,1315,1765.737086,251.2629136,251,1.926,828.358,82.8358,2730.569,7.313563329,,
224C,731,1316,1766.737086,250.2629136,250,1.2,829.558,82.9558,2731.769,4.556737276,,
224C,733,1317,1767.737086,249.2629136,249,0.617,830.175,83.0175,2732.386,2.342922416,,
224C,735,1318,1768.737086,248.2629136,248,1.691,831.866,83.1866,2734.077,6.421202279,,
224C,737,1319,1771.489572,245.5104277,246,4.181,836.047,83.6047,2738.258,,Disturbed,2.752485911
224C,739,1320,1772.489572,244.5104277,245,1.902,837.949,83.7949,2740.16,7.222428583,,
224C,741,1321,1773.489572,243.5104277,244,2.575,840.524,84.0524,2742.735,9.777998739,,
224C,743,1322,1774.489572,242.5104277,243,2.081,842.605,84.2605,2744.816,7.902141893,,
224C,745,1323,1775.489572,241.5104277,242,1.571,844.176,84.4176,2746.387,5.965528551,,
224C,747,1324,1776.489572,240.5104277,241,1.482,845.658,84.5658,2747.869,5.627570536,,
224C,749,1325,1777.489572,239.5104277,240,0.842,846.5,84.65,2748.711,3.197310656,,
224C,751,1326,1778.489572,238.5104277,239,1.347,847.847,84.7847,2750.058,5.114937593,,
224C,753,1327,1779.489572,237.5104277,238,1.173,849.02,84.902,2751.231,4.454210688,,
224C,755,1328,1780.489572,236.5104277,237,2.321,851.341,85.1341,2753.552,8.813489349,,
224C,757,1329,1781.489572,235.5104277,236,1.143,852.484,85.2484,2754.695,4.340292256,,
224C,759,1330,1782.489572,234.5104277,235,1.78,854.264,85.4264,2756.475,6.759160293,,
224C,761,1331,1783.489572,233.5104277,234,2.006,856.27,85.627,2758.481,7.617345814,,
224C,763,1332,1784.489572,232.5104277,233,1.857,858.127,85.8127,2760.338,7.051550935,,
224C,765,1333,1785.489572,231.5104277,232,1.345,859.472,85.9472,2761.683,5.107343031,,
224C,767,1334,1786.489572,230.5104277,231,1.408,860.88,86.088,2763.091,5.346571738,,
224C,769,1335,1787.489572,229.5104277,230,1.548,862.428,86.2428,2764.639,5.878191086,,
224C,771,1336,1788.489572,228.5104277,229,0.972,863.4,86.34,2765.611,3.690957194,,
224C,773,1337,1789.489572,227.5104277,228,1.323,864.723,86.4723,2766.934,5.023802847,,
224C,775,1338,1790.489572,226.5104277,227,1.898,866.621,86.6621,2768.832,7.207239459,,
224C,777,1339,1791.489572,225.5104277,226,1.378,867.999,86.7999,2770.21,5.232653306,,
224C,779,1340,1792.489572,224.5104277,225,1.508,869.507,86.9507,2771.718,5.726299844,,
224C,781,1341,1793.489572,223.5104277,224,0.992,870.499,87.0499,2772.71,3.766902815,,
224C,783,1342,1794.489572,222.5104277,223,1.184,871.683,87.1683,2773.894,4.495980779,,
224C,785,1343,1795.489572,221.5104277,222,1.302,872.985,87.2985,2775.196,4.944059945,,
224C,787,1344,1796.489572,220.5104277,221,2.433,875.418,87.5418,2777.629,9.238784828,,
224C,789,1345,1797.489572,219.5104277,220,2.598,878.016,87.8016,2780.227,9.865336203,,
224C,791,1346,1798.489572,218.5104277,219,4.039,882.055,88.2055,2784.266,15.33721822,,
224C,793,1347,1799.489572,217.5104277,218,2.071,884.126,88.4126,2786.337,7.864169083,,
224C,795,1348,1800.489572,216.5104277,217,1.562,885.688,88.5688,2787.899,5.931353021,,
224C,797,1349,1801.489572,215.5104277,216,1.136,886.824,88.6824,2789.035,4.313711288,,
224C,799,1350,1802.489572,214.5104277,215,1.436,888.26,88.826,2790.471,5.452895607,,
224C,801,1351,1803.489572,213.5104277,214,1.619,889.879,88.9879,2792.09,6.147798042,,
224C,803,1352,1804.489572,212.5104277,213,2.456,892.335,89.2335,2794.546,9.326122292,,
224C,805,1353,1805.489572,211.5104277,212,2.836,895.171,89.5171,2797.382,10.7690891,,
224C,807,1354,1806.489572,210.5104277,211,3.036,898.207,89.8207,2800.418,11.52854531,,
224C,809,1355,1807.489572,209.5104277,210,2.092,900.299,90.0299,2802.51,7.943911985,,
224C,811,1356,1808.489572,208.5104277,209,1.273,901.572,90.1572,2803.783,4.833938794,,
224C,813,1357,1809.489572,207.5104277,208,1.068,902.64,90.264,2804.851,4.055496176,,
224C,815,1358,1810.489572,206.5104277,207,1.022,903.662,90.3662,2805.873,3.880821247,,
224C,817,1359,1811.489572,205.5104277,206,1.404,905.066,90.5066,2807.277,5.331382613,,
224C,819,1360,1812.489572,204.5104277,205,1.037,906.103,90.6103,2808.314,3.937780463,,
224C,821,1361,1813.489572,203.5104277,204,1.245,907.348,90.7348,2809.559,4.727614924,,
224C,823,1362,1814.489572,202.5104277,203,1.311,908.659,90.8659,2810.87,4.978235474,,
224C,825,1363,1815.489572,201.5104277,202,1.868,910.527,91.0527,2812.738,7.093321027,,
224C,827,1364,1816.489572,200.5104277,201,1.517,912.044,91.2044,2814.255,5.760475374,,
224C,829,1365,1817.489572,199.5104277,200,1.429,913.473,91.3473,2815.684,5.42631464,,
224C,831,1366,1818.489572,198.5104277,199,1.149,914.622,91.4622,2816.833,4.363075942,,
224C,833,1367,1819.489572,197.5104277,198,1.376,915.998,91.5998,2818.209,5.225058744,,
224C,835,1368,1820.489572,196.5104277,197,1.582,917.58,91.758,2819.791,6.007298643,,
224C,837,1369,1821.489572,195.5104277,196,1.567,919.147,91.9147,2821.358,5.950339427,,
224C,839,1370,1822.489572,194.5104277,195,1.021,920.168,92.0168,2822.379,3.877023966,,
224C,841,1371,1823.489572,193.5104277,194,1.077,921.245,92.1245,2823.456,4.089671706,,
224C,843,1372,1824.489572,192.5104277,193,1.719,922.964,92.2964,2825.175,6.527526148,,
224C,845,1373,1825.489572,191.5104277,192,1.5,924.464,92.4464,2826.675,5.695921595,,
224C,847,1374,1826.489572,190.5104277,191,1.861,926.325,92.6325,2828.536,7.066740059,,
224C,849,1375,1827.489572,189.5104277,190,1.751,928.076,92.8076,2830.287,6.649039142,,
224C,851,1376,1828.489572,188.5104277,189,1.612,929.688,92.9688,2831.899,6.121217075,,
224C,853,1377,1829.489572,187.5104277,188,1.149,930.837,93.0837,2833.048,4.363075942,,
224C,855,1378,1830.489572,186.5104277,187,1.118,931.955,93.1955,2834.166,4.245360229,,
224C,857,1379,1831.489572,185.5104277,186,1.669,933.624,93.3624,2835.835,6.337662095,,
224C,859,1380,1832.489572,184.5104277,185,1.243,934.867,93.4867,2837.078,4.720020362,,
224C,861,1381,1833.489572,183.5104277,184,1.487,936.354,93.6354,2838.565,5.646556942,,
224C,863,1382,1834.489572,182.5104277,183,1.356,937.71,93.771,2839.921,5.149113122,,
224C,865,1383,1835.489572,181.5104277,182,2.259,939.969,93.9969,2842.18,8.578057923,,
224C,867,1384,1836.489572,180.5104277,181,3.318,943.287,94.3287,2845.498,12.59937857,,
224C,869,1385,1837.489572,179.5104277,180,2.199,945.486,94.5486,2847.697,8.350221059,,
224C,871,1386,1838.489572,178.5104277,179,1.44,946.926,94.6926,2849.137,5.468084732,,
224C,873,1387,1839.489572,177.5104277,178,1.361,948.287,94.8287,2850.498,5.168099528,,
224C,875,1388,1840.489572,176.5104277,177,1.387,949.674,94.9674,2851.885,5.266828835,,
224C,877,1389,1841.489572,175.5104277,176,2.064,951.738,95.1738,2853.949,7.837588115,,
224C,879,1390,1842.489572,174.5104277,175,1.69,953.428,95.3428,2855.639,6.417404998,,
224C,881,1391,1843.489572,173.5104277,174,2.576,956.004,95.6004,2858.215,9.78179602,,
224C,883,1392,1844.489572,172.5104277,173,1.848,957.852,95.7852,2860.063,7.017375406,,
224C,885,1393,1845.489572,171.5104277,172,2.028,959.88,95.988,2862.091,7.700885997,,
224C,887,1394,1846.489572,170.5104277,171,2.006,961.886,96.1886,2864.097,7.617345814,,
224C,889,1395,1847.489572,169.5104277,170,1.751,963.637,96.3637,2865.848,6.649039142,,
224C,891,1396,1848.489572,168.5104277,169,1.441,965.078,96.5078,2867.289,5.471882013,,
224C,893,1397,1849.489572,167.5104277,168,1.47,966.548,96.6548,2868.759,5.582003164,,
224C,895,1398,1850.489572,166.5104277,167,2.544,969.092,96.9092,2871.303,9.660283026,,
224C,897,1399,1851.489572,165.5104277,166,2.982,972.074,97.2074,2874.285,11.32349213,,
224C,899,1400,1852.489572,164.5104277,165,1.613,973.687,97.3687,2875.898,6.125014356,,
224C,901,1401,1853.489572,163.5104277,164,1.761,975.448,97.5448,2877.659,6.687011953,,
224C,903,1402,1854.489572,162.5104277,163,1.813,977.261,97.7261,2879.472,6.884470568,,
224C,905,1403,1855.489572,161.5104277,162,1.486,978.747,97.8747,2880.958,5.642759661,,
224C,907,1404,1856.489572,160.5104277,161,1.639,980.386,98.0386,2882.597,6.223743663,,
224C,909,1405,1857.489572,159.5104277,160,1.659,982.045,98.2045,2884.256,6.299689285,,
224C,911,1406,1858.489572,158.5104277,159,1.756,983.801,98.3801,2886.012,6.668025548,,
224C,913,1407,1859.489572,157.5104277,158,1.378,985.179,98.5179,2887.39,5.232653306,,
224C,915,1408,1860.489572,156.5104277,157,1.568,986.747,98.6747,2888.958,5.954136708,,
224C,917,1409,1861.489572,155.5104277,156,1.722,988.469,98.8469,2890.68,6.538917992,,
224C,919,1410,1862.489572,154.5104277,155,1.595,990.064,99.0064,2892.275,6.056663296,,
224C,921,1411,1863.489572,153.5104277,154,1.522,991.586,99.1586,2893.797,5.779461779,,
224C,923,1412,1864.489572,152.5104277,153,2.01,993.596,99.3596,2895.807,7.632534938,,
224C,925,1413,1865.489572,151.5104277,152,1.74,995.336,99.5336,2897.547,6.607269051,,
224C,927,1414,1866.489572,150.5104277,151,1.608,996.944,99.6944,2899.155,6.10602795,,
224C,929,1415,1867.489572,149.5104277,150,2.492,999.436,99.9436,2901.647,9.462824411,,
224C,931,1416,1868.489572,148.5104277,149,1.682,1001.118,100.1118,2903.329,6.387026749,,
224C,933,1417,1869.489572,147.5104277,148,3.14,1004.258,100.4258,2906.469,11.92346254,,
224C,935,1418,1870.489572,146.5104277,147,1.61,1005.868,100.5868,2908.079,6.113622512,,
224C,937,1419,1871.489572,145.5104277,146,1.698,1007.566,100.7566,2909.777,6.447783246,,
